Country Name,Country Code,school_enrl_1960,school_enrl_1961,school_enrl_1962,school_enrl_1963,school_enrl_1964,school_enrl_1965,school_enrl_1966,school_enrl_1967,school_enrl_1968,school_enrl_1969,school_enrl_1970,school_enrl_1971,school_enrl_1972,school_enrl_1973,school_enrl_1974,school_enrl_1975,school_enrl_1976,school_enrl_1977,school_enrl_1978,school_enrl_1979,school_enrl_1980,school_enrl_1981,school_enrl_1982,school_enrl_1983,school_enrl_1984,school_enrl_1985,school_enrl_1986,school_enrl_1987,school_enrl_1988,school_enrl_1989,school_enrl_1990,school_enrl_1991,school_enrl_1992,school_enrl_1993,school_enrl_1994,school_enrl_1995,school_enrl_1996,school_enrl_1997,school_enrl_1998,school_enrl_1999,school_enrl_2000,school_enrl_2001,school_enrl_2002,school_enrl_2003,school_enrl_2004,school_enrl_2005,school_enrl_2006,school_enrl_2007,school_enrl_2008,school_enrl_2009,school_enrl_2010,school_enrl_2011,school_enrl_2012,school_enrl_2013,school_enrl_2014,school_enrl_2015
Austria,AUT,,,,,,,,,,,,0.935169994831,,,,,0.924690008163,,,,,0.925329983234,0.934930026531,0.930019974709,0.930230021477,0.946160018444,0.931529998779,0.926119983196,0.931460022926,0.943700015545,0.940270006657,0.946680009365,0.946349978447,0.951229989529,0.955160021782,0.955680012703,0.960380017757,0.965439975262,0.961049973965,0.966729998589,0.969510018826,0.969399988651,0.96416002512,0.96318000555,0.96290999651,0.966199994087,0.969780027866,0.968450009823,0.964990019798,0.964460015297,0.968069970608,0.970009982586,0.969330012798,0.968389987946,0.965380012989,0.963429987431
Azerbaijan,AZE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00020003319,0.990429997444,0.969609975815,0.948159992695,1.07027995586,1.06956005096,1.03831994534,,,,,,,,,,,,,,,,,,
Burundi,BDI,,,,,,,,,,,,0.470290005207,0.483449995518,0.541360020638,0.566370010376,0.574729979038,0.593789994717,0.60961997509,0.604369997978,0.617100000381,0.618820011616,0.619949996471,0.607829988003,0.618250012398,0.639729976654,0.666000008583,0.689599990845,0.720380008221,0.762419998646,0.777989983559,0.785369992256,0.813409984112,0.795080006123,0.796509981155,,,,,,,,,,0.78832000494,0.80667001009,0.822969973087,0.866100013256,0.876779973507,,0.898549973965,0.909489989281,0.923720002174,0.935000002384,0.945699989796,0.968360006809,0.981610000134
Belgium,BEL,,,,,,,,,,,,0.980780005455,0.979260027409,0.994009971619,0.988160014153,0.992209970951,0.992770016193,0.999790012836,1.00313997269,1.0068500042,1.00998997688,1.01390004158,1.01180994511,1.02100002766,1.01493000984,1.01610994339,1.00969994068,1.00978004932,1.00845003128,1.00847995281,1.01002001762,1.01147997379,1.00903999805,1.02926003933,1.02999997139,1.03779995441,1.03649997711,,,1.03762996197,1.0542999506,1.06132996082,1.06605994701,1.05596005917,0.980989992619,0.980579972267,0.980920016766,0.980430006981,0.982850015163,0.984089970589,0.984070003033,0.983370006084,0.985310018063,1.08287000656,1.08065998554,1.08142995834
Benin,BEN,,,,,,,,,,,,0.445589989424,,0.4537999928,0.443930000067,0.441700011492,,0.433660000563,,,,,,,,0.464610010386,0.467240005732,0.471100002527,,,,,,,,,,,,0.597989976406,0.615989983082,0.628729999065,0.643400013447,0.655070006847,0.676429986954,,,,,,,0.794449985027,,0.821720004082,0.835550010204,0.84771001339
Burkina Faso,BFA,,,,,,,,,,,,0.568300008774,0.578840017319,0.585640013218,0.589640021324,0.595619976521,0.589559972286,0.577040016651,,0.586889982224,0.600679993629,0.58929002285,0.592469990253,0.588440001011,0.588500022888,0.591040015221,0.589219987392,,,,,,,,0.638949990273,,,,,0.684080004692,0.700209975243,0.712759971619,,0.737370014191,0.766770005226,0.782440006733,0.799480021,0.817929983139,0.839800000191,0.855490028858,0.87510997057,0.890039980412,0.909829974174,0.93055999279,0.940320014954,0.950510025024
Bangladesh,BGD,,,,,,,,,,,,,,0.493800014257,,,0.489919990301,0.518930017948,,0.513740003109,0.528590023518,0.569060027599,,,0.616119980812,0.607720017433,0.628709971905,0.624670028687,0.717850029469,0.72731000185,0.754310011864,,,,,,,,,,,,,,,1.05410003662,1.05649995804,1.0649600029,1.08600997925,1.06017994881,1.08658003807,1.09362995625,,1.05926001072,,1.10000002384
Bulgaria,BGR,,,,,,,,,,,,0.986169993877,0.991710007191,0.993470013142,0.995850026608,1.00024998188,0.983919978142,0.996450006962,0.986519992352,0.985329985619,0.984459996223,0.99317997694,0.995980024338,0.995739996433,0.996760010719,0.995570003986,0.995400011539,0.992959976196,0.993550002575,0.99009001255,0.99145001173,0.994260013103,0.995249986649,0.992739975452,0.99739998579,0.994679987431,0.987980008125,0.989780008793,0.980939984322,0.97868001461,0.976580023766,0.977219998837,0.977519989014,0.976989984512,0.96724998951,0.966099977493,0.966979980469,0.968240022659,0.976800024509,0.976369976997,0.969869971275,0.965759992599,0.969190001488,0.966780006886,0.97459000349,0.975510001183
Bahrain,BHR,,,,,,,,,,,,0.729499995708,0.770820021629,0.788590013981,0.806379973888,0.816209971905,0.82837998867,0.837880015373,0.844359993935,0.841650009155,0.84931999445,0.852649986744,0.861760020256,0.90899002552,0.938099980354,0.967490017414,0.989109992981,0.995060026646,0.999239981174,1.01013994217,1.02781999111,1.02436995506,1.03643000126,1.03960001469,1.03719997406,1.02306997776,1.01891994476,1.02520000935,1.02465999126,1.02462995052,1.02974998951,1.05333995819,1.06587994099,1.07104003429,1.06942999363,1.06915998459,1.07211005688,,,,,0.998660027981,1.01424002647,1.01662003994,1.01221001148,1.00444996357
"Bahamas, The",BHS,,,,,,,,,,,,,,,,,,,,,,,1.0853099823,1.07515001297,,1.07553005219,1.07186996937,,,,,,1.01506996155,1.01820003986,,1.00178003311,,1.10872995853,,0.97457998991,,,1.01700997353,,0.987909972668,0.99007999897,0.99564999342,1.00819003582,1.00510001183,1.02366995811,1.03570997715,,,,,
Bosnia and Herzegovina,BIH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Belarus,BLR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.01019001007,,,,,,,,,,0.977349996567,0.976589977741,0.977500021458,0.977460026741,0.977119982243,0.985279977322,0.989839971066,0.991649985313
Belize,BLZ,,,,,,,,,,,,,,,,,,,,,,,,,,,0.975120007992,0.972039997578,,,,0.982949972153,,,0.970189988613,0.9787799716,,,,0.995060026646,0.985010027885,0.990159988403,,0.997669994831,1.00264000893,0.983290016651,0.993680000305,1.00610005856,0.999109983444,1.00013005733,1.00382995605,0.996580004692,0.989359974861,0.98834002018,0.98859000206,0.980390012264
Bermuda,BMU,,,,,,,,,,,,1.06368005276,1.0493799448,1.02260005474,1.0266699791,1.01388001442,1.00645005703,1.0103700161,1.01511001587,0.98017001152,0.977020025253,,,,,,,,,,,,,,,,,,,,,1.04017996788,1.06165003777,1.07989001274,1.10899996758,1.08921003342,1.08173000813,,,,,1.07267999649,1.06032001972,1.06517994404,1.05033004284,1.04458999634
Bolivia,BOL,,,,,,,,,,,,0.753719985485,,,,,,,,,,,,,,,,,,,,,,,,,,,0.952759981155,0.956009984016,0.953459978104,0.955749988556,0.957949995995,0.961650013924,0.964890003204,0.969780027866,0.974420011044,0.978429973125,0.980130016804,0.982339978218,0.983070015907,0.985669970512,0.98561000824,0.981119990349,0.97891998291,0.97741997242
Brazil,BRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.01295995712,1.03544998169,1.03352999687,1.02884995937,,1.04399001598,1.03873002529,1.04416000843,,1.02593004704,1.0356400013,1.02957999706,1.02913999557,1.0179400444
Barbados,BRB,,,,,,,,,,,,0.992299973965,1.00378000736,1.00584995747,0.905889987946,0.96714001894,1.05297005177,1.04619002342,1.0320700407,1.0329400301,1.06761002541,1.00108003616,1.01780998707,0.984600007534,1.01733005047,0.990400016308,,,,1.03480994701,0.950919985771,,,,,,,,,1.01559996605,1.00690996647,0.995429992676,0.995450019836,0.99428999424,0.991989970207,0.993139982224,1.00027000904,1.00941002369,1.01259994507,1.01198995113,1.01147997379,1.01803004742,,,1.01899003983,
Brunei Darussalam,BRN,,,,,,,,,,,0.937479972839,0.931289970875,0.939989984035,0.949109971523,0.953360021114,0.960030019283,0.979860007763,0.999490022659,1.00562000275,1.01115000248,0.997070014477,1.00757002831,1.01148998737,1.01303994656,1.00829994678,,,,,,,0.997699975967,1.01424002647,1.01973998547,1.01048994064,,,,0.99861997366,0.994610011578,0.995869994164,0.991739988327,0.989279985428,0.997749984264,0.993600010872,0.994229972363,0.996699988842,0.997430026531,0.998239994049,0.999260008335,1.0022200346,0.994830012321,1.00265002251,1.01014995575,1.00112998486,1.00271999836
