Country Name,Country Code,TechExp_1960,TechExp_1961,TechExp_1962,TechExp_1963,TechExp_1964,TechExp_1965,TechExp_1966,TechExp_1967,TechExp_1968,TechExp_1969,TechExp_1970,TechExp_1971,TechExp_1972,TechExp_1973,TechExp_1974,TechExp_1975,TechExp_1976,TechExp_1977,TechExp_1978,TechExp_1979,TechExp_1980,TechExp_1981,TechExp_1982,TechExp_1983,TechExp_1984,TechExp_1985,TechExp_1986,TechExp_1987,TechExp_1988,TechExp_1989,TechExp_1990,TechExp_1991,TechExp_1992,TechExp_1993,TechExp_1994,TechExp_1995,TechExp_1996,TechExp_1997,TechExp_1998,TechExp_1999,TechExp_2000,TechExp_2001,TechExp_2002,TechExp_2003,TechExp_2004,TechExp_2005,TechExp_2006,TechExp_2007,TechExp_2008,TechExp_2009,TechExp_2010,TechExp_2011,TechExp_2012,TechExp_2013,TechExp_2014,TechExp_2015,TechExp_2016
Colombia,COL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.22392084937,6.86188674126,5.86206415242,5.71005622264,6.67106059466,7.7434270626,8.02107313028,8.77684440802,8.18049149837,7.74042072885,7.21109046624,7.17301452013,6.61502342927,5.69438794153,4.99117474836,4.07588776257,2.90919707803,3.72376287728,5.22002165915,5.05631980898,4.32738499185,5.18998657396,7.39397658376,7.71173024339,9.48981375862,
Comoros,COM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.78233100634,0.0914377103177,4.73232300827,1.14705484903,,0.498572588803,2.1940161275,1.32383660937,25.2062661038,0.0763820107774,0.0747907516367,0.626740545558,,1.68778313318,9.28063211221,0.256841704591,5.17472965433,0.321442285558,0.118484821047,,,
Cabo Verde,CPV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.55547284337,5.91020267814,0.815744884704,0.927467756941,0.0298114428748,,,0.00301148348617,0.0,0.0,,0.0,0.0,0.601738940926,0.0,0.0,0.00294880631697,0.0,
Costa Rica,CRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.67089876645,6.20108622597,4.20282766964,13.2031447898,43.7132297924,63.403673775,51.7138549193,36.3952248865,36.5818682796,44.8179439396,35.7148191996,38.0269224582,44.7199036926,45.3741540292,39.4262118107,44.1805068254,39.9723419498,40.8447637866,39.6132337074,43.3221170371,36.0495342202,16.8302724153,
Caribbean small states,CSS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.524804722,4.00003126391,3.75670691532,2.61678589625,2.22664426076,11.5952143147,4.89864273312,5.63827169961,4.97134718329,3.5128552111,1.9208364981,2.14052492612,2.70470348935,2.59823217186,2.44049755272,1.36748355687,2.00833504288,2.18136734586,,,,,,
Cuba,CUB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0018642661,21.4300927969,29.5571300537,34.6433259082,17.3453462804,11.8272637052,18.3428365037,35.3472109208,,,,,,,,,,
Curacao,CUW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cayman Islands,CYM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyprus,CYP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.620814415,4.44432874543,4.08783168085,4.12977239812,3.15824583448,3.43399582975,4.21174781065,5.2992558401,2.94459804912,3.2128542422,3.15207868203,1.67314813563,2.02840378533,1.79431177452,3.89327552636,8.57820724469,16.9717965069,22.7306039831,29.3718824734,30.4496644384,30.8564691491,36.8968259937,27.2908276095,13.0013729193,7.15268849192,6.22515698477,6.15305855276,
Czech Republic,CZE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.16367745196,4.65321627032,6.02568360429,7.53308324386,8.05960134155,8.51623011707,8.69123251927,8.48669167082,10.0527613947,14.549447506,13.5248830795,13.1913519617,12.9530378724,14.3195999963,13.2368760387,13.5565537257,14.5637476208,15.3031360879,16.279679419,16.0816986396,14.7877999922,14.9178521816,14.9043356934,13.9564237486
Germany,DEU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.7525274621,12.3789598642,11.9963528382,13.0994100745,12.6639055385,13.4286113609,13.6374230848,13.7125196048,13.7675427911,14.6472768451,15.177895077,16.487601577,18.6258136595,18.3163750587,17.4520402468,16.900974773,17.8165365147,17.4225993358,17.1358988127,13.9948911613,13.3047185085,15.2587406088,15.2509904514,14.9635385638,15.9764857498,16.0800683208,16.002405621,16.6611459277,
Djibouti,DJI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0815999002196,,,,,,,
Dominica,DMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.78296656728,0.807039076625,1.70650531811,2.51215728721,6.09749444063,,4.35942189034,6.53468126441,6.38982918327,7.69190705312,7.21796654598,7.90489917886,7.48230457676,7.74128423538,6.18184016599,0.449232161885,0.0,0.0149701809958,,8.83478872183,,,,
